product_index,title,color,colorCode,size,img,price,stock
8,Sporty Jacket,Green,#00FF00,S,"https://source.unsplash.com/400x400/?SportyJacket,Green",30,100
8,Sporty Jacket,Red,#FF0000,L,"https://source.unsplash.com/400x400/?SportyJacket,Red",30,100
9,Elegant Dress,Yellow,#FFFF00,XL,"https://source.unsplash.com/400x400/?ElegantDress,Yellow",25,200
9,Elegant Dress,Green,#00FF00,M,"https://source.unsplash.com/400x400/?ElegantDress,Green",25,200
9,Elegant Dress,Green,#00FF00,XL,"https://source.unsplash.com/400x400/?ElegantDress,Green",25,200
9,Elegant Dress,Yellow,#FFFF00,M,"https://source.unsplash.com/400x400/?ElegantDress,Yellow",25,200
10,Stylish Shirt,Yellow,#FFFF00,S,"https://source.unsplash.com/400x400/?StylishShirt,Yellow",40,50
10,Stylish Shirt,Blue,#0000FF,M,"https://source.unsplash.com/400x400/?StylishShirt,Blue",40,50
10,Stylish Shirt,Red,#FF0000,L,"https://source.unsplash.com/400x400/?StylishShirt,Red",40,50
10,Stylish Shirt,Red,#FF0000,L,"https://source.unsplash.com/400x400/?StylishShirt,Red",40,50
11,Casual Hoodie,Blue,#0000FF,S,"https://source.unsplash.com/400x400/?CasualHoodie,Blue",25,50
11,Casual Hoodie,Yellow,#FFFF00,M,"https://source.unsplash.com/400x400/?CasualHoodie,Yellow",25,50
11,Casual Hoodie,Green,#00FF00,XL,"https://source.unsplash.com/400x400/?CasualHoodie,Green",25,50
11,Casual Hoodie,Red,#FF0000,L,"https://source.unsplash.com/400x400/?CasualHoodie,Red",25,50
12,Stylish Shirt,Yellow,#FFFF00,M,"https://source.unsplash.com/400x400/?StylishShirt,Yellow",35,50
12,Stylish Shirt,Yellow,#FFFF00,S,"https://source.unsplash.com/400x400/?StylishShirt,Yellow",35,50
12,Stylish Shirt,Yellow,#FFFF00,M,"https://source.unsplash.com/400x400/?StylishShirt,Yellow",35,50
12,Stylish Shirt,Blue,#0000FF,XL,"https://source.unsplash.com/400x400/?StylishShirt,Blue",35,50
13,Stylish Shirt,Green,#00FF00,M,"https://source.unsplash.com/400x400/?StylishShirt,Green",35,200
13,Stylish Shirt,Green,#00FF00,S,"https://source.unsplash.com/400x400/?StylishShirt,Green",35,200
13,Stylish Shirt,Green,#00FF00,M,"https://source.unsplash.com/400x400/?StylishShirt,Green",35,200
13,Stylish Shirt,Blue,#0000FF,S,"https://source.unsplash.com/400x400/?StylishShirt,Blue",35,200
14,Cool T-Shirt,Green,#00FF00,L,"https://source.unsplash.com/400x400/?CoolT-Shirt,Green",25,50
14,Cool T-Shirt,Yellow,#FFFF00,M,"https://source.unsplash.com/400x400/?CoolT-Shirt,Yellow",25,50
14,Cool T-Shirt,Green,#00FF00,M,"https://source.unsplash.com/400x400/?CoolT-Shirt,Green",25,50
14,Cool T-Shirt,Blue,#0000FF,XL,"https://source.unsplash.com/400x400/?CoolT-Shirt,Blue",25,50
15,Sporty Jacket,Red,#FF0000,M,"https://source.unsplash.com/400x400/?SportyJacket,Red",35,150
15,Sporty Jacket,Yellow,#FFFF00,L,"https://source.unsplash.com/400x400/?SportyJacket,Yellow",35,150
15,Sporty Jacket,Blue,#0000FF,S,"https://source.unsplash.com/400x400/?SportyJacket,Blue",35,150
15,Sporty Jacket,Yellow,#FFFF00,L,"https://source.unsplash.com/400x400/?SportyJacket,Yellow",35,150
16,Casual Hoodie,Green,#00FF00,M,"https://source.unsplash.com/400x400/?CasualHoodie,Green",30,50
16,Casual Hoodie,Red,#FF0000,M,"https://source.unsplash.com/400x400/?CasualHoodie,Red",30,50
16,Casual Hoodie,Yellow,#FFFF00,S,"https://source.unsplash.com/400x400/?CasualHoodie,Yellow",30,50
16,Casual Hoodie,Blue,#0000FF,L,"https://source.unsplash.com/400x400/?CasualHoodie,Blue",30,50
17,Stylish Shirt,Blue,#0000FF,S,"https://source.unsplash.com/400x400/?StylishShirt,Blue",20,150
17,Stylish Shirt,Blue,#0000FF,L,"https://source.unsplash.com/400x400/?StylishShirt,Blue",20,150
17,Stylish Shirt,Green,#00FF00,S,"https://source.unsplash.com/400x400/?StylishShirt,Green",20,150
17,Stylish Shirt,Red,#FF0000,S,"https://source.unsplash.com/400x400/?StylishShirt,Red",20,150
18,Cool T-Shirt,Blue,#0000FF,L,"https://source.unsplash.com/400x400/?CoolT-Shirt,Blue",25,100
18,Cool T-Shirt,Blue,#0000FF,XL,"https://source.unsplash.com/400x400/?CoolT-Shirt,Blue",25,100
18,Cool T-Shirt,Red,#FF0000,L,"https://source.unsplash.com/400x400/?CoolT-Shirt,Red",25,100
18,Cool T-Shirt,Green,#00FF00,L,"https://source.unsplash.com/400x400/?CoolT-Shirt,Green",25,100
19,Cool T-Shirt,Red,#FF0000,XL,"https://source.unsplash.com/400x400/?CoolT-Shirt,Red",35,50
19,Cool T-Shirt,Blue,#0000FF,L,"https://source.unsplash.com/400x400/?CoolT-Shirt,Blue",35,50
19,Cool T-Shirt,Yellow,#FFFF00,S,"https://source.unsplash.com/400x400/?CoolT-Shirt,Yellow",35,50
19,Cool T-Shirt,Red,#FF0000,XL,"https://source.unsplash.com/400x400/?CoolT-Shirt,Red",35,50
20,Sporty Jacket,Red,#FF0000,XL,"https://source.unsplash.com/400x400/?SportyJacket,Red",20,200
20,Sporty Jacket,Green,#00FF00,L,"https://source.unsplash.com/400x400/?SportyJacket,Green",20,200
20,Sporty Jacket,Green,#00FF00,XL,"https://source.unsplash.com/400x400/?SportyJacket,Green",20,200
20,Sporty Jacket,Red,#FF0000,M,"https://source.unsplash.com/400x400/?SportyJacket,Red",20,200
21,Elegant Dress,Green,#00FF00,M,"https://source.unsplash.com/400x400/?ElegantDress,Green",30,50
21,Elegant Dress,Green,#00FF00,XL,"https://source.unsplash.com/400x400/?ElegantDress,Green",30,50
21,Elegant Dress,Blue,#0000FF,L,"https://source.unsplash.com/400x400/?ElegantDress,Blue",30,50
21,Elegant Dress,Blue,#0000FF,M,"https://source.unsplash.com/400x400/?ElegantDress,Blue",30,50
22,Sporty Jacket,Red,#FF0000,S,"https://source.unsplash.com/400x400/?SportyJacket,Red",30,150
22,Sporty Jacket,Yellow,#FFFF00,M,"https://source.unsplash.com/400x400/?SportyJacket,Yellow",30,150
22,Sporty Jacket,Green,#00FF00,L,"https://source.unsplash.com/400x400/?SportyJacket,Green",30,150
22,Sporty Jacket,Green,#00FF00,S,"https://source.unsplash.com/400x400/?SportyJacket,Green",30,150
23,Cool T-Shirt,Green,#00FF00,XL,"https://source.unsplash.com/400x400/?CoolT-Shirt,Green",20,100
23,Cool T-Shirt,Blue,#0000FF,M,"https://source.unsplash.com/400x400/?CoolT-Shirt,Blue",20,100
23,Cool T-Shirt,Red,#FF0000,XL,"https://source.unsplash.com/400x400/?CoolT-Shirt,Red",20,100
23,Cool T-Shirt,Green,#00FF00,XL,"https://source.unsplash.com/400x400/?CoolT-Shirt,Green",20,100
24,Elegant Dress,Blue,#0000FF,XL,"https://source.unsplash.com/400x400/?ElegantDress,Blue",40,50
24,Elegant Dress,Red,#FF0000,S,"https://source.unsplash.com/400x400/?ElegantDress,Red",40,50
24,Elegant Dress,Red,#FF0000,S,"https://source.unsplash.com/400x400/?ElegantDress,Red",40,50
24,Elegant Dress,Red,#FF0000,M,"https://source.unsplash.com/400x400/?ElegantDress,Red",40,50
25,Cool T-Shirt,Red,#FF0000,L,"https://source.unsplash.com/400x400/?CoolT-Shirt,Red",40,150
25,Cool T-Shirt,Red,#FF0000,S,"https://source.unsplash.com/400x400/?CoolT-Shirt,Red",40,150
25,Cool T-Shirt,Green,#00FF00,XL,"https://source.unsplash.com/400x400/?CoolT-Shirt,Green",40,150
25,Cool T-Shirt,Red,#FF0000,XL,"https://source.unsplash.com/400x400/?CoolT-Shirt,Red",40,150
26,Stylish Shirt,Red,#FF0000,M,"https://source.unsplash.com/400x400/?StylishShirt,Red",20,200
26,Stylish Shirt,Blue,#0000FF,L,"https://source.unsplash.com/400x400/?StylishShirt,Blue",20,200
26,Stylish Shirt,Green,#00FF00,XL,"https://source.unsplash.com/400x400/?StylishShirt,Green",20,200
26,Stylish Shirt,Yellow,#FFFF00,S,"https://source.unsplash.com/400x400/?StylishShirt,Yellow",20,200
27,Sporty Jacket,Red,#FF0000,XL,"https://source.unsplash.com/400x400/?SportyJacket,Red",30,150
27,Sporty Jacket,Blue,#0000FF,S,"https://source.unsplash.com/400x400/?SportyJacket,Blue",30,150
27,Sporty Jacket,Green,#00FF00,L,"https://source.unsplash.com/400x400/?SportyJacket,Green",30,150
27,Sporty Jacket,Red,#FF0000,S,"https://source.unsplash.com/400x400/?SportyJacket,Red",30,150
28,Casual Hoodie,Yellow,#FFFF00,S,"https://source.unsplash.com/400x400/?CasualHoodie,Yellow",30,150
28,Casual Hoodie,Red,#FF0000,XL,"https://source.unsplash.com/400x400/?CasualHoodie,Red",30,150
28,Casual Hoodie,Blue,#0000FF,XL,"https://source.unsplash.com/400x400/?CasualHoodie,Blue",30,150
28,Casual Hoodie,Yellow,#FFFF00,XL,"https://source.unsplash.com/400x400/?CasualHoodie,Yellow",30,150
29,Sporty Jacket,Green,#00FF00,M,"https://source.unsplash.com/400x400/?SportyJacket,Green",35,100
29,Sporty Jacket,Blue,#0000FF,S,"https://source.unsplash.com/400x400/?SportyJacket,Blue",35,100
29,Sporty Jacket,Red,#FF0000,XL,"https://source.unsplash.com/400x400/?SportyJacket,Red",35,100
29,Sporty Jacket,Green,#00FF00,M,"https://source.unsplash.com/400x400/?SportyJacket,Green",35,100
30,Elegant Dress,Yellow,#FFFF00,M,"https://source.unsplash.com/400x400/?ElegantDress,Yellow",40,100
30,Elegant Dress,Green,#00FF00,M,"https://source.unsplash.com/400x400/?ElegantDress,Green",40,100
30,Elegant Dress,Yellow,#FFFF00,L,"https://source.unsplash.com/400x400/?ElegantDress,Yellow",40,100
30,Elegant Dress,Yellow,#FFFF00,XL,"https://source.unsplash.com/400x400/?ElegantDress,Yellow",40,100
31,Sporty Jacket,Red,#FF0000,L,"https://source.unsplash.com/400x400/?SportyJacket,Red",35,200
31,Sporty Jacket,Green,#00FF00,S,"https://source.unsplash.com/400x400/?SportyJacket,Green",35,200
31,Sporty Jacket,Yellow,#FFFF00,L,"https://source.unsplash.com/400x400/?SportyJacket,Yellow",35,200
31,Sporty Jacket,Red,#FF0000,L,"https://source.unsplash.com/400x400/?SportyJacket,Red",35,200
32,Casual Hoodie,Yellow,#FFFF00,XL,"https://source.unsplash.com/400x400/?CasualHoodie,Yellow",40,150
32,Casual Hoodie,Blue,#0000FF,S,"https://source.unsplash.com/400x400/?CasualHoodie,Blue",40,150
32,Casual Hoodie,Red,#FF0000,S,"https://source.unsplash.com/400x400/?CasualHoodie,Red",40,150
32,Casual Hoodie,Blue,#0000FF,XL,"https://source.unsplash.com/400x400/?CasualHoodie,Blue",40,150
33,Stylish Shirt,Blue,#0000FF,M,"https://source.unsplash.com/400x400/?StylishShirt,Blue",30,200
33,Stylish Shirt,Red,#FF0000,L,"https://source.unsplash.com/400x400/?StylishShirt,Red",30,200
33,Stylish Shirt,Green,#00FF00,S,"https://source.unsplash.com/400x400/?StylishShirt,Green",30,200
33,Stylish Shirt,Yellow,#FFFF00,M,"https://source.unsplash.com/400x400/?StylishShirt,Yellow",30,200
34,Cool T-Shirt,Yellow,#FFFF00,S,"https://source.unsplash.com/400x400/?CoolT-Shirt,Yellow",30,50
34,Cool T-Shirt,Blue,#0000FF,L,"https://source.unsplash.com/400x400/?CoolT-Shirt,Blue",30,50
34,Cool T-Shirt,Yellow,#FFFF00,XL,"https://source.unsplash.com/400x400/?CoolT-Shirt,Yellow",30,50
34,Cool T-Shirt,Blue,#0000FF,M,"https://source.unsplash.com/400x400/?CoolT-Shirt,Blue",30,50
35,Cool T-Shirt,Red,#FF0000,XL,"https://source.unsplash.com/400x400/?CoolT-Shirt,Red",30,50
35,Cool T-Shirt,Red,#FF0000,S,"https://source.unsplash.com/400x400/?CoolT-Shirt,Red",30,50
35,Cool T-Shirt,Blue,#0000FF,L,"https://source.unsplash.com/400x400/?CoolT-Shirt,Blue",30,50
35,Cool T-Shirt,Green,#00FF00,S,"https://source.unsplash.com/400x400/?CoolT-Shirt,Green",30,50
36,Elegant Dress,Green,#00FF00,XL,"https://source.unsplash.com/400x400/?ElegantDress,Green",25,200
36,Elegant Dress,Yellow,#FFFF00,L,"https://source.unsplash.com/400x400/?ElegantDress,Yellow",25,200
36,Elegant Dress,Yellow,#FFFF00,S,"https://source.unsplash.com/400x400/?ElegantDress,Yellow",25,200
36,Elegant Dress,Blue,#0000FF,L,"https://source.unsplash.com/400x400/?ElegantDress,Blue",25,200
37,Stylish Shirt,Green,#00FF00,S,"https://source.unsplash.com/400x400/?StylishShirt,Green",25,150
37,Stylish Shirt,Red,#FF0000,L,"https://source.unsplash.com/400x400/?StylishShirt,Red",25,150
37,Stylish Shirt,Red,#FF0000,L,"https://source.unsplash.com/400x400/?StylishShirt,Red",25,150
37,Stylish Shirt,Blue,#0000FF,L,"https://source.unsplash.com/400x400/?StylishShirt,Blue",25,150
38,Sporty Jacket,Yellow,#FFFF00,M,"https://source.unsplash.com/400x400/?SportyJacket,Yellow",35,150
38,Sporty Jacket,Blue,#0000FF,XL,"https://source.unsplash.com/400x400/?SportyJacket,Blue",35,150
38,Sporty Jacket,Green,#00FF00,L,"https://source.unsplash.com/400x400/?SportyJacket,Green",35,150
38,Sporty Jacket,Red,#FF0000,XL,"https://source.unsplash.com/400x400/?SportyJacket,Red",35,150
39,Cool T-Shirt,Green,#00FF00,XL,"https://source.unsplash.com/400x400/?CoolT-Shirt,Green",35,150
39,Cool T-Shirt,Blue,#0000FF,XL,"https://source.unsplash.com/400x400/?CoolT-Shirt,Blue",35,150
39,Cool T-Shirt,Blue,#0000FF,L,"https://source.unsplash.com/400x400/?CoolT-Shirt,Blue",35,150
39,Cool T-Shirt,Red,#FF0000,XL,"https://source.unsplash.com/400x400/?CoolT-Shirt,Red",35,150
40,Elegant Dress,Red,#FF0000,XL,"https://source.unsplash.com/400x400/?ElegantDress,Red",35,50
40,Elegant Dress,Green,#00FF00,L,"https://source.unsplash.com/400x400/?ElegantDress,Green",35,50
40,Elegant Dress,Yellow,#FFFF00,M,"https://source.unsplash.com/400x400/?ElegantDress,Yellow",35,50
40,Elegant Dress,Green,#00FF00,M,"https://source.unsplash.com/400x400/?ElegantDress,Green",35,50
41,Casual Hoodie,Green,#00FF00,M,"https://source.unsplash.com/400x400/?CasualHoodie,Green",40,200
41,Casual Hoodie,Green,#00FF00,XL,"https://source.unsplash.com/400x400/?CasualHoodie,Green",40,200
41,Casual Hoodie,Blue,#0000FF,S,"https://source.unsplash.com/400x400/?CasualHoodie,Blue",40,200
41,Casual Hoodie,Blue,#0000FF,XL,"https://source.unsplash.com/400x400/?CasualHoodie,Blue",40,200
42,Sporty Jacket,Red,#FF0000,XL,"https://source.unsplash.com/400x400/?SportyJacket,Red",40,150
42,Sporty Jacket,Green,#00FF00,S,"https://source.unsplash.com/400x400/?SportyJacket,Green",40,150
42,Sporty Jacket,Blue,#0000FF,S,"https://source.unsplash.com/400x400/?SportyJacket,Blue",40,150
42,Sporty Jacket,Green,#00FF00,XL,"https://source.unsplash.com/400x400/?SportyJacket,Green",40,150
43,Stylish Shirt,Red,#FF0000,M,"https://source.unsplash.com/400x400/?StylishShirt,Red",20,150
43,Stylish Shirt,Blue,#0000FF,L,"https://source.unsplash.com/400x400/?StylishShirt,Blue",20,150
43,Stylish Shirt,Yellow,#FFFF00,L,"https://source.unsplash.com/400x400/?StylishShirt,Yellow",20,150
43,Stylish Shirt,Yellow,#FFFF00,L,"https://source.unsplash.com/400x400/?StylishShirt,Yellow",20,150
44,Stylish Shirt,Red,#FF0000,M,"https://source.unsplash.com/400x400/?StylishShirt,Red",30,200
44,Stylish Shirt,Green,#00FF00,L,"https://source.unsplash.com/400x400/?StylishShirt,Green",30,200
44,Stylish Shirt,Blue,#0000FF,XL,"https://source.unsplash.com/400x400/?StylishShirt,Blue",30,200
44,Stylish Shirt,Green,#00FF00,XL,"https://source.unsplash.com/400x400/?StylishShirt,Green",30,200
45,Stylish Shirt,Green,#00FF00,L,"https://source.unsplash.com/400x400/?StylishShirt,Green",25,50
45,Stylish Shirt,Red,#FF0000,M,"https://source.unsplash.com/400x400/?StylishShirt,Red",25,50
45,Stylish Shirt,Blue,#0000FF,XL,"https://source.unsplash.com/400x400/?StylishShirt,Blue",25,50
45,Stylish Shirt,Red,#FF0000,M,"https://source.unsplash.com/400x400/?StylishShirt,Red",25,50
46,Cool T-Shirt,Green,#00FF00,S,"https://source.unsplash.com/400x400/?CoolT-Shirt,Green",35,150
46,Cool T-Shirt,Yellow,#FFFF00,XL,"https://source.unsplash.com/400x400/?CoolT-Shirt,Yellow",35,150
46,Cool T-Shirt,Blue,#0000FF,L,"https://source.unsplash.com/400x400/?CoolT-Shirt,Blue",35,150
46,Cool T-Shirt,Yellow,#FFFF00,M,"https://source.unsplash.com/400x400/?CoolT-Shirt,Yellow",35,150
47,Cool T-Shirt,Blue,#0000FF,XL,"https://source.unsplash.com/400x400/?CoolT-Shirt,Blue",35,200
47,Cool T-Shirt,Blue,#0000FF,XL,"https://source.unsplash.com/400x400/?CoolT-Shirt,Blue",35,200
47,Cool T-Shirt,Blue,#0000FF,M,"https://source.unsplash.com/400x400/?CoolT-Shirt,Blue",35,200
47,Cool T-Shirt,Yellow,#FFFF00,L,"https://source.unsplash.com/400x400/?CoolT-Shirt,Yellow",35,200
48,Casual Hoodie,Green,#00FF00,M,"https://source.unsplash.com/400x400/?CasualHoodie,Green",30,200
48,Casual Hoodie,Green,#00FF00,XL,"https://source.unsplash.com/400x400/?CasualHoodie,Green",30,200
48,Casual Hoodie,Red,#FF0000,S,"https://source.unsplash.com/400x400/?CasualHoodie,Red",30,200
48,Casual Hoodie,Yellow,#FFFF00,S,"https://source.unsplash.com/400x400/?CasualHoodie,Yellow",30,200
49,Casual Hoodie,Blue,#0000FF,L,"https://source.unsplash.com/400x400/?CasualHoodie,Blue",35,50
49,Casual Hoodie,Red,#FF0000,S,"https://source.unsplash.com/400x400/?CasualHoodie,Red",35,50
49,Casual Hoodie,Blue,#0000FF,XL,"https://source.unsplash.com/400x400/?CasualHoodie,Blue",35,50
49,Casual Hoodie,Green,#00FF00,XL,"https://source.unsplash.com/400x400/?CasualHoodie,Green",35,50
50,Elegant Dress,Blue,#0000FF,M,"https://source.unsplash.com/400x400/?ElegantDress,Blue",25,150
50,Elegant Dress,Yellow,#FFFF00,S,"https://source.unsplash.com/400x400/?ElegantDress,Yellow",25,150
50,Elegant Dress,Red,#FF0000,S,"https://source.unsplash.com/400x400/?ElegantDress,Red",25,150
50,Elegant Dress,Red,#FF0000,S,"https://source.unsplash.com/400x400/?ElegantDress,Red",25,150
51,Sporty Jacket,Red,#FF0000,L,"https://source.unsplash.com/400x400/?SportyJacket,Red",25,200
51,Sporty Jacket,Green,#00FF00,M,"https://source.unsplash.com/400x400/?SportyJacket,Green",25,200
51,Sporty Jacket,Yellow,#FFFF00,S,"https://source.unsplash.com/400x400/?SportyJacket,Yellow",25,200
51,Sporty Jacket,Red,#FF0000,L,"https://source.unsplash.com/400x400/?SportyJacket,Red",25,200
52,Stylish Shirt,Yellow,#FFFF00,S,"https://source.unsplash.com/400x400/?StylishShirt,Yellow",30,50
52,Stylish Shirt,Yellow,#FFFF00,L,"https://source.unsplash.com/400x400/?StylishShirt,Yellow",30,50
52,Stylish Shirt,Blue,#0000FF,S,"https://source.unsplash.com/400x400/?StylishShirt,Blue",30,50
52,Stylish Shirt,Blue,#0000FF,S,"https://source.unsplash.com/400x400/?StylishShirt,Blue",30,50
53,Cool T-Shirt,Blue,#0000FF,S,"https://source.unsplash.com/400x400/?CoolT-Shirt,Blue",20,150
53,Cool T-Shirt,Yellow,#FFFF00,M,"https://source.unsplash.com/400x400/?CoolT-Shirt,Yellow",20,150
53,Cool T-Shirt,Red,#FF0000,XL,"https://source.unsplash.com/400x400/?CoolT-Shirt,Red",20,150
53,Cool T-Shirt,Blue,#0000FF,XL,"https://source.unsplash.com/400x400/?CoolT-Shirt,Blue",20,150
54,Stylish Shirt,Red,#FF0000,M,"https://source.unsplash.com/400x400/?StylishShirt,Red",25,150
54,Stylish Shirt,Green,#00FF00,S,"https://source.unsplash.com/400x400/?StylishShirt,Green",25,150
54,Stylish Shirt,Red,#FF0000,M,"https://source.unsplash.com/400x400/?StylishShirt,Red",25,150
54,Stylish Shirt,Blue,#0000FF,M,"https://source.unsplash.com/400x400/?StylishShirt,Blue",25,150
55,Sporty Jacket,Red,#FF0000,M,"https://source.unsplash.com/400x400/?SportyJacket,Red",25,200
55,Sporty Jacket,Red,#FF0000,XL,"https://source.unsplash.com/400x400/?SportyJacket,Red",25,200
55,Sporty Jacket,Blue,#0000FF,XL,"https://source.unsplash.com/400x400/?SportyJacket,Blue",25,200
55,Sporty Jacket,Yellow,#FFFF00,M,"https://source.unsplash.com/400x400/?SportyJacket,Yellow",25,200
56,Stylish Shirt,Yellow,#FFFF00,L,"https://source.unsplash.com/400x400/?StylishShirt,Yellow",30,200
56,Stylish Shirt,Yellow,#FFFF00,M,"https://source.unsplash.com/400x400/?StylishShirt,Yellow",30,200
56,Stylish Shirt,Blue,#0000FF,L,"https://source.unsplash.com/400x400/?StylishShirt,Blue",30,200
56,Stylish Shirt,Green,#00FF00,XL,"https://source.unsplash.com/400x400/?StylishShirt,Green",30,200
57,Casual Hoodie,Red,#FF0000,XL,"https://source.unsplash.com/400x400/?CasualHoodie,Red",25,150
57,Casual Hoodie,Blue,#0000FF,S,"https://source.unsplash.com/400x400/?CasualHoodie,Blue",25,150
57,Casual Hoodie,Green,#00FF00,L,"https://source.unsplash.com/400x400/?CasualHoodie,Green",25,150
57,Casual Hoodie,Yellow,#FFFF00,XL,"https://source.unsplash.com/400x400/?CasualHoodie,Yellow",25,150
58,Stylish Shirt,Blue,#0000FF,M,"https://source.unsplash.com/400x400/?StylishShirt,Blue",40,200
58,Stylish Shirt,Green,#00FF00,S,"https://source.unsplash.com/400x400/?StylishShirt,Green",40,200
58,Stylish Shirt,Yellow,#FFFF00,XL,"https://source.unsplash.com/400x400/?StylishShirt,Yellow",40,200
58,Stylish Shirt,Green,#00FF00,S,"https://source.unsplash.com/400x400/?StylishShirt,Green",40,200
59,Cool T-Shirt,Yellow,#FFFF00,M,"https://source.unsplash.com/400x400/?CoolT-Shirt,Yellow",25,50
59,Cool T-Shirt,Yellow,#FFFF00,S,"https://source.unsplash.com/400x400/?CoolT-Shirt,Yellow",25,50
59,Cool T-Shirt,Green,#00FF00,XL,"https://source.unsplash.com/400x400/?CoolT-Shirt,Green",25,50
59,Cool T-Shirt,Green,#00FF00,XL,"https://source.unsplash.com/400x400/?CoolT-Shirt,Green",25,50
60,Casual Hoodie,Green,#00FF00,L,"https://source.unsplash.com/400x400/?CasualHoodie,Green",30,100
60,Casual Hoodie,Yellow,#FFFF00,M,"https://source.unsplash.com/400x400/?CasualHoodie,Yellow",30,100
60,Casual Hoodie,Yellow,#FFFF00,M,"https://source.unsplash.com/400x400/?CasualHoodie,Yellow",30,100
60,Casual Hoodie,Red,#FF0000,M,"https://source.unsplash.com/400x400/?CasualHoodie,Red",30,100
61,Sporty Jacket,Red,#FF0000,S,"https://source.unsplash.com/400x400/?SportyJacket,Red",30,100
61,Sporty Jacket,Yellow,#FFFF00,L,"https://source.unsplash.com/400x400/?SportyJacket,Yellow",30,100
61,Sporty Jacket,Blue,#0000FF,L,"https://source.unsplash.com/400x400/?SportyJacket,Blue",30,100
61,Sporty Jacket,Blue,#0000FF,XL,"https://source.unsplash.com/400x400/?SportyJacket,Blue",30,100
62,Cool T-Shirt,Red,#FF0000,M,"https://source.unsplash.com/400x400/?CoolT-Shirt,Red",25,100
62,Cool T-Shirt,Yellow,#FFFF00,L,"https://source.unsplash.com/400x400/?CoolT-Shirt,Yellow",25,100
62,Cool T-Shirt,Yellow,#FFFF00,M,"https://source.unsplash.com/400x400/?CoolT-Shirt,Yellow",25,100
62,Cool T-Shirt,Yellow,#FFFF00,XL,"https://source.unsplash.com/400x400/?CoolT-Shirt,Yellow",25,100
